"","datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed"
"7129","2012-04-15 09:00:00",2,0,0,1,22.14,25.76,56,15.0013
"7132","2012-04-15 12:00:00",2,0,0,1,26.24,31.06,44,19.0012
"7133","2012-04-15 13:00:00",2,0,0,1,27.06,31.06,44,19.0012
"7140","2012-04-15 20:00:00",2,0,0,1,26.24,31.06,50,15.0013
"7141","2012-04-15 21:00:00",2,0,0,1,25.42,31.06,57,16.9979
"7148","2012-04-16 04:00:00",2,1,0,1,22.14,25.76,77,15.0013
"7149","2012-04-16 05:00:00",2,1,0,1,22.14,25.76,77,15.0013
"7150","2012-04-16 06:00:00",2,1,0,1,21.32,25,83,11.0014
"7152","2012-04-16 08:00:00",2,1,0,2,22.96,26.515,83,11.0014
"7153","2012-04-16 09:00:00",2,1,0,1,25.42,30.305,69,15.0013
"7157","2012-04-16 13:00:00",2,1,0,1,30.34,33.335,45,19.9995
"7173","2012-04-17 05:00:00",2,0,1,1,24.6,31.06,53,16.9979
"7174","2012-04-17 06:00:00",2,0,1,1,24.6,31.06,46,16.9979
"7177","2012-04-17 09:00:00",2,0,1,1,24.6,31.06,38,32.9975
"7181","2012-04-17 13:00:00",2,0,1,1,25.42,31.06,29,16.9979
"7182","2012-04-17 14:00:00",2,0,1,1,26.24,31.06,27,19.0012
"7186","2012-04-17 18:00:00",2,0,1,1,26.24,30.305,25,19.0012
"7203","2012-04-18 11:00:00",2,0,1,3,18.86,22.725,47,16.9979
"7214","2012-04-18 22:00:00",2,0,1,2,17.22,21.21,77,6.0032
"7220","2012-04-19 04:00:00",2,0,1,2,17.22,21.21,71,0
"7224","2012-04-19 08:00:00",2,0,1,2,17.22,21.21,82,7.0015
"7227","2012-04-19 11:00:00",2,0,1,1,21.32,25,48,0
"7236","2012-04-19 20:00:00",2,0,1,1,22.96,26.515,49,15.0013
"7240","2012-05-01 00:00:00",2,0,1,2,20.5,24.24,59,12.998
"7245","2012-05-01 05:00:00",2,0,1,2,21.32,25,72,6.0032
"7246","2012-05-01 06:00:00",2,0,1,3,21.32,25,77,7.0015
"7250","2012-05-01 10:00:00",2,0,1,1,25.42,29.545,78,16.9979
"7257","2012-05-01 17:00:00",2,0,1,1,30.34,33.335,48,6.0032
"7258","2012-05-01 18:00:00",2,0,1,1,28.7,32.575,54,8.9981
"7259","2012-05-01 19:00:00",2,0,1,1,28.7,32.575,54,8.9981
"7261","2012-05-01 21:00:00",2,0,1,1,26.24,30.305,65,8.9981
"7262","2012-05-01 22:00:00",2,0,1,1,26.24,30.305,65,0
"7265","2012-05-02 01:00:00",2,0,1,1,22.96,26.515,83,0
"7277","2012-05-02 13:00:00",2,0,1,2,23.78,27.275,78,12.998
"7280","2012-05-02 16:00:00",2,0,1,1,26.24,30.305,65,11.0014
"7285","2012-05-02 21:00:00",2,0,1,1,21.32,25,77,15.0013
"7299","2012-05-03 11:00:00",2,0,1,1,22.14,25.76,77,0
"7316","2012-05-04 04:00:00",2,0,1,1,22.96,26.515,88,12.998
"7322","2012-05-04 10:00:00",2,0,1,2,25.42,29.545,73,8.9981
"7324","2012-05-04 12:00:00",2,0,1,3,25.42,29.545,78,23.9994
"7330","2012-05-04 18:00:00",2,0,1,1,28.7,32.575,54,31.0009
"7351","2012-05-05 15:00:00",2,0,0,3,27.06,31.06,74,12.998
"7358","2012-05-05 22:00:00",2,0,0,2,23.78,27.275,78,12.998
"7362","2012-05-06 02:00:00",2,0,0,2,22.14,25.76,83,19.0012
"7367","2012-05-06 07:00:00",2,0,0,3,21.32,25,83,11.0014
"7368","2012-05-06 08:00:00",2,0,0,2,20.5,24.24,88,8.9981
"7370","2012-05-06 10:00:00",2,0,0,2,22.14,25.76,77,7.0015
"7371","2012-05-06 11:00:00",2,0,0,1,22.96,26.515,73,7.0015
"7374","2012-05-06 14:00:00",2,0,0,2,24.6,30.305,64,7.0015
"7385","2012-05-07 01:00:00",2,0,1,2,21.32,25,77,12.998
"7404","2012-05-07 20:00:00",2,0,1,1,22.14,25.76,52,19.0012
"7406","2012-05-07 22:00:00",2,0,1,2,22.14,25.76,45,16.9979
"7409","2012-05-08 01:00:00",2,0,1,2,21.32,25,59,15.0013
"7412","2012-05-08 04:00:00",2,0,1,2,21.32,25,68,22.0028
"7413","2012-05-08 05:00:00",2,0,1,2,21.32,25,72,19.0012
"7422","2012-05-08 14:00:00",2,0,1,3,25.42,30.305,69,22.0028
"7424","2012-05-08 16:00:00",2,0,1,3,26.24,30.305,73,15.0013
"7428","2012-05-08 20:00:00",2,0,1,2,26.24,30.305,69,19.0012
"7434","2012-05-09 02:00:00",2,0,1,3,22.96,26.515,88,30.0026
"7437","2012-05-09 05:00:00",2,0,1,2,22.96,26.515,88,8.9981
"7442","2012-05-09 10:00:00",2,0,1,2,25.42,30.305,65,16.9979
"7451","2012-05-09 19:00:00",2,0,1,3,20.5,24.24,77,23.9994
"7453","2012-05-09 21:00:00",2,0,1,3,20.5,24.24,82,11.0014
"7467","2012-05-10 11:00:00",2,0,1,1,21.32,25,48,35.0008
"7473","2012-05-10 17:00:00",2,0,1,1,24.6,31.06,31,26.0027
"7474","2012-05-10 18:00:00",2,0,1,1,22.96,26.515,35,35.0008
"7481","2012-05-11 01:00:00",2,0,1,1,18.86,22.725,51,8.9981
"7483","2012-05-11 03:00:00",2,0,1,1,18.86,22.725,41,19.0012
"7485","2012-05-11 05:00:00",2,0,1,1,17.22,21.21,47,11.0014
"7487","2012-05-11 07:00:00",2,0,1,1,17.22,21.21,50,16.9979
"7489","2012-05-11 09:00:00",2,0,1,1,19.68,23.485,41,19.9995
"7495","2012-05-11 15:00:00",2,0,1,1,25.42,30.305,25,12.998
"7504","2012-05-12 00:00:00",2,0,0,1,21.32,25,42,11.0014
"7512","2012-05-12 08:00:00",2,0,0,1,21.32,25,48,0
"7515","2012-05-12 11:00:00",2,0,0,1,25.42,31.06,41,6.0032
"7520","2012-05-12 16:00:00",2,0,0,2,28.7,31.82,21,12.998
"7522","2012-05-12 18:00:00",2,0,0,2,27.06,31.06,31,12.998
"7525","2012-05-12 21:00:00",2,0,0,2,24.6,30.305,60,8.9981
"7529","2012-05-13 01:00:00",2,0,0,2,22.14,25.76,68,8.9981
"7531","2012-05-13 03:00:00",2,0,0,2,22.14,25.76,64,8.9981
"7534","2012-05-13 06:00:00",2,0,0,1,21.32,25,68,11.0014
"7535","2012-05-13 07:00:00",2,0,0,1,21.32,25,68,11.0014
"7540","2012-05-13 12:00:00",2,0,0,1,26.24,31.06,57,15.0013
"7542","2012-05-13 14:00:00",2,0,0,1,28.7,32.575,48,8.9981
"7554","2012-05-14 02:00:00",2,0,1,1,24.6,30.305,60,19.9995
"7557","2012-05-14 05:00:00",2,0,1,2,22.14,25.76,77,11.0014
"7565","2012-05-14 13:00:00",2,0,1,2,25.42,29.545,73,15.0013
"7578","2012-05-15 02:00:00",2,0,1,2,22.96,26.515,88,8.9981
"7592","2012-05-15 16:00:00",2,0,1,1,27.88,31.82,65,11.0014
"7598","2012-05-15 22:00:00",2,0,1,1,23.78,27.275,78,15.0013
"7599","2012-05-15 23:00:00",2,0,1,3,22.96,26.515,88,7.0015
"7605","2012-05-16 05:00:00",2,0,1,1,22.14,25.76,94,7.0015
"7615","2012-05-16 15:00:00",2,0,1,2,29.52,33.335,48,7.0015
"7622","2012-05-16 22:00:00",2,0,1,1,26.24,30.305,73,11.0014
"7625","2012-05-17 01:00:00",2,0,1,1,24.6,28.03,83,11.0014
"7632","2012-05-17 08:00:00",2,0,1,1,21.32,25,55,30.0026
"7651","2012-05-18 03:00:00",2,0,1,1,18.86,22.725,72,6.0032
"7654","2012-05-18 06:00:00",2,0,1,1,18.04,21.97,77,8.9981
"7661","2012-05-18 13:00:00",2,0,1,1,26.24,31.06,36,11.0014
"7667","2012-05-18 19:00:00",2,0,1,1,25.42,31.06,41,12.998
"7674","2012-05-19 02:00:00",2,0,0,1,20.5,24.24,51,7.0015
"7685","2012-05-19 13:00:00",2,0,0,1,28.7,31.82,37,8.9981
"7692","2012-05-19 20:00:00",2,0,0,1,27.88,31.82,41,6.0032
"7698","2012-06-01 02:00:00",2,0,1,1,26.24,31.06,57,15.0013
"7701","2012-06-01 05:00:00",2,0,1,2,25.42,29.545,78,6.0032
"7704","2012-06-01 08:00:00",2,0,1,2,26.24,28.79,89,12.998
"7706","2012-06-01 10:00:00",2,0,1,2,27.06,30.305,78,19.0012
"7718","2012-06-01 22:00:00",2,0,1,3,24.6,27.275,88,8.9981
"7720","2012-06-02 00:00:00",2,0,0,2,22.96,26.515,83,8.9981
"7722","2012-06-02 02:00:00",2,0,0,2,22.14,25.76,88,0
"7723","2012-06-02 03:00:00",2,0,0,1,22.96,26.515,73,16.9979
"7726","2012-06-02 06:00:00",2,0,0,2,20.5,24.24,77,12.998
"7739","2012-06-02 19:00:00",2,0,0,1,26.24,31.06,36,11.0014
"7755","2012-06-03 11:00:00",2,0,0,1,26.24,31.06,41,16.9979
"7759","2012-06-03 15:00:00",2,0,0,1,28.7,31.82,34,0
"7774","2012-06-04 06:00:00",2,0,1,1,21.32,25,68,0
"7783","2012-06-04 15:00:00",2,0,1,1,27.06,31.06,39,19.9995
"7785","2012-06-04 17:00:00",2,0,1,1,26.24,31.06,38,30.0026
"7795","2012-06-05 03:00:00",2,0,1,3,20.5,24.24,82,12.998
"7800","2012-06-05 08:00:00",2,0,1,2,19.68,23.485,77,15.0013
"7802","2012-06-05 10:00:00",2,0,1,2,21.32,25,63,19.9995
"7814","2012-06-05 22:00:00",2,0,1,1,22.96,26.515,52,7.0015
"7817","2012-06-06 01:00:00",2,0,1,1,21.32,25,68,0
"7821","2012-06-06 05:00:00",2,0,1,1,19.68,23.485,77,0
"7828","2012-06-06 12:00:00",2,0,1,1,25.42,31.06,38,0
"7832","2012-06-06 16:00:00",2,0,1,1,26.24,31.06,41,8.9981
"7838","2012-06-06 22:00:00",2,0,1,1,21.32,25,77,6.0032
"7841","2012-06-07 01:00:00",2,0,1,1,21.32,25,77,11.0014
"7844","2012-06-07 04:00:00",2,0,1,1,18.86,22.725,88,7.0015
"7860","2012-06-07 20:00:00",2,0,1,1,27.06,31.06,36,19.9995
"7864","2012-06-08 00:00:00",2,0,1,1,22.96,26.515,56,11.0014
"7865","2012-06-08 01:00:00",2,0,1,1,22.96,26.515,56,11.0014
"7876","2012-06-08 12:00:00",2,0,1,1,29.52,32.575,39,22.0028
"7880","2012-06-08 16:00:00",2,0,1,1,31.16,33.335,29,19.9995
"7884","2012-06-08 20:00:00",2,0,1,1,29.52,32.575,32,8.9981
"7885","2012-06-08 21:00:00",2,0,1,1,28.7,31.82,37,8.9981
"7889","2012-06-09 01:00:00",2,0,0,1,26.24,31.06,53,6.0032
"7894","2012-06-09 06:00:00",2,0,0,1,22.96,26.515,64,7.0015
"7909","2012-06-09 21:00:00",2,0,0,1,30.34,32.575,40,12.998
"7911","2012-06-09 23:00:00",2,0,0,1,27.88,31.82,61,11.0014
"7914","2012-06-10 02:00:00",2,0,0,1,26.24,30.305,69,8.9981
"7916","2012-06-10 04:00:00",2,0,0,1,25.42,29.545,78,6.0032
"7923","2012-06-10 11:00:00",2,0,0,1,31.16,34.09,45,6.0032
"7924","2012-06-10 12:00:00",2,0,0,1,33.62,35.605,30,0
"7932","2012-06-10 20:00:00",2,0,0,1,31.16,34.09,48,11.0014
"7935","2012-06-10 23:00:00",2,0,0,1,29.52,33.335,58,7.0015
"7948","2012-06-11 12:00:00",2,0,1,2,32.8,36.365,43,12.998
"7954","2012-06-11 18:00:00",2,0,1,2,32.8,36.365,43,19.9995
"7961","2012-06-12 01:00:00",2,0,1,2,27.88,31.82,65,11.0014
"7970","2012-06-12 10:00:00",2,0,1,3,26.24,28.79,89,19.0012
"7971","2012-06-12 11:00:00",2,0,1,3,27.06,30.305,83,23.9994
"7980","2012-06-12 20:00:00",2,0,1,1,27.88,31.82,83,12.998
"7987","2012-06-13 03:00:00",2,0,1,1,25.42,28.79,83,12.998
"8002","2012-06-13 18:00:00",2,0,1,1,29.52,32.575,32,30.0026
"8022","2012-06-14 14:00:00",2,0,1,1,28.7,32.575,54,19.0012
"8024","2012-06-14 16:00:00",2,0,1,1,29.52,33.335,51,19.0012
"8038","2012-06-15 06:00:00",2,0,1,1,22.14,25.76,83,8.9981
"8045","2012-06-15 13:00:00",2,0,1,1,28.7,31.82,42,16.9979
"8048","2012-06-15 16:00:00",2,0,1,1,29.52,32.575,37,12.998
"8049","2012-06-15 17:00:00",2,0,1,1,30.34,32.575,37,19.0012
"8052","2012-06-15 20:00:00",2,0,1,1,27.88,31.82,44,12.998
"8054","2012-06-15 22:00:00",2,0,1,1,26.24,31.06,53,8.9981
"8057","2012-06-16 01:00:00",2,0,0,1,22.96,26.515,56,0
"8059","2012-06-16 03:00:00",2,0,0,1,22.96,26.515,60,6.0032
"8080","2012-06-17 00:00:00",2,0,0,1,22.96,26.515,56,8.9981
"8081","2012-06-17 01:00:00",2,0,0,1,22.96,26.515,60,11.0014
"8085","2012-06-17 05:00:00",2,0,0,1,22.14,25.76,68,8.9981
"8089","2012-06-17 09:00:00",2,0,0,1,22.96,26.515,68,11.0014
"8095","2012-06-17 15:00:00",2,0,0,1,27.06,31.06,50,15.0013
"8097","2012-06-17 17:00:00",2,0,0,1,26.24,31.06,57,15.0013
"8102","2012-06-17 22:00:00",2,0,0,1,24.6,30.305,60,12.998
"8105","2012-06-18 01:00:00",2,0,1,1,22.14,25.76,77,15.0013
"8107","2012-06-18 03:00:00",2,0,1,2,21.32,25,83,15.0013
"8108","2012-06-18 04:00:00",2,0,1,2,22.14,25.76,77,12.998
"8111","2012-06-18 07:00:00",2,0,1,3,21.32,25,94,15.0013
"8125","2012-06-18 21:00:00",2,0,1,2,25.42,29.545,73,7.0015
"8127","2012-06-18 23:00:00",2,0,1,3,24.6,28.79,78,12.998
"8129","2012-06-19 01:00:00",2,0,1,2,24.6,28.79,78,11.0014
"8133","2012-06-19 05:00:00",2,0,1,2,24.6,28.79,78,12.998
"8138","2012-06-19 10:00:00",2,0,1,1,26.24,30.305,73,6.0032
"8142","2012-06-19 14:00:00",2,0,1,1,31.16,35.605,58,7.0015
"8145","2012-06-19 17:00:00",2,0,1,1,32.8,37.88,55,12.998
"8152","2012-07-01 00:00:00",3,0,0,1,31.16,36.365,66,0
"8157","2012-07-01 05:00:00",3,0,0,1,27.88,31.82,79,7.0015
"8162","2012-07-01 10:00:00",3,0,0,1,35.26,39.395,44,19.9995
"8164","2012-07-01 12:00:00",3,0,0,1,36.9,40.91,37,15.0013
"8168","2012-07-01 16:00:00",3,0,0,1,37.72,41.665,33,19.9995
"8170","2012-07-01 18:00:00",3,0,0,1,36.08,38.635,32,23.9994
"8174","2012-07-01 22:00:00",3,0,0,1,33.62,37.12,43,8.9981
"8176","2012-07-02 00:00:00",3,0,1,2,31.16,35.605,58,15.0013
"8184","2012-07-02 08:00:00",3,0,1,1,31.16,34.85,52,12.998
"8196","2012-07-02 20:00:00",3,0,1,1,31.98,34.85,43,8.9981
"8200","2012-07-03 00:00:00",3,0,1,1,29.52,33.335,54,0
"8211","2012-07-03 11:00:00",3,0,1,1,35.26,37.88,34,12.998
"8214","2012-07-03 14:00:00",3,0,1,1,36.9,38.635,25,12.998
"8219","2012-07-03 19:00:00",3,0,1,2,34.44,37.12,36,8.9981
"8222","2012-07-03 22:00:00",3,0,1,1,27.88,31.82,79,12.998
"8223","2012-07-03 23:00:00",3,0,1,1,27.06,30.305,83,0
"8227","2012-07-04 03:00:00",3,1,0,1,27.88,31.82,74,12.998
"8231","2012-07-04 07:00:00",3,1,0,1,27.88,31.82,65,0
"8249","2012-07-05 01:00:00",3,0,1,1,30.34,33.335,51,19.0012
"8250","2012-07-05 02:00:00",3,0,1,1,30.34,33.335,51,0
"8271","2012-07-05 23:00:00",3,0,1,1,32.8,37.88,55,11.0014
"8272","2012-07-06 00:00:00",3,0,1,1,31.98,37.12,62,8.9981
"8274","2012-07-06 02:00:00",3,0,1,1,31.16,35.605,62,8.9981
"8287","2012-07-06 15:00:00",3,0,1,1,37.72,40.91,29,12.998
"8288","2012-07-06 16:00:00",3,0,1,1,37.72,40.91,29,7.0015
"8290","2012-07-06 18:00:00",3,0,1,1,36.9,40.15,33,16.9979
"8293","2012-07-06 21:00:00",3,0,1,1,33.62,38.635,52,8.9981
"8297","2012-07-07 01:00:00",3,0,0,1,31.16,36.365,70,11.0014
"8302","2012-07-07 06:00:00",3,0,0,1,30.34,35.605,74,7.0015
"8311","2012-07-07 15:00:00",3,0,0,1,39.36,42.425,26,0
"8315","2012-07-07 19:00:00",3,0,0,1,37.72,41.665,33,8.9981
"8317","2012-07-07 21:00:00",3,0,0,1,36.08,39.395,37,12.998
"8336","2012-07-08 16:00:00",3,0,0,2,32.8,40.15,66,15.0013
"8339","2012-07-08 19:00:00",3,0,0,1,31.98,37.12,62,11.0014
"8340","2012-07-08 20:00:00",3,0,0,1,31.16,36.365,70,6.0032
"8342","2012-07-08 22:00:00",3,0,0,3,30.34,34.85,70,6.0032
"8347","2012-07-09 03:00:00",3,0,1,3,28.7,33.335,89,12.998
"8351","2012-07-09 07:00:00",3,0,1,3,27.06,30.305,83,15.0013
"8354","2012-07-09 10:00:00",3,0,1,2,27.06,30.305,83,12.998
"8362","2012-07-09 18:00:00",3,0,1,1,31.16,34.09,48,8.9981
"8364","2012-07-09 20:00:00",3,0,1,2,30.34,34.09,55,7.0015
"8365","2012-07-09 21:00:00",3,0,1,2,30.34,34.09,55,6.0032
"8372","2012-07-10 04:00:00",3,0,1,1,27.88,31.82,79,8.9981
"8383","2012-07-10 15:00:00",3,0,1,1,32.8,35.605,41,15.0013
"8384","2012-07-10 16:00:00",3,0,1,1,32.8,36.365,43,15.0013
"8393","2012-07-11 01:00:00",3,0,1,1,26.24,28.79,89,0
"8394","2012-07-11 02:00:00",3,0,1,1,26.24,28.79,89,0
"8406","2012-07-11 14:00:00",3,0,1,1,32.8,35.605,41,15.0013
"8410","2012-07-11 18:00:00",3,0,1,1,31.98,34.09,38,16.9979
"8412","2012-07-11 20:00:00",3,0,1,1,30.34,33.335,51,11.0014
"8414","2012-07-11 22:00:00",3,0,1,1,29.52,33.335,58,16.9979
"8418","2012-07-12 02:00:00",3,0,1,2,27.06,31.06,65,6.0032
"8419","2012-07-12 03:00:00",3,0,1,1,26.24,30.305,69,7.0015
"8420","2012-07-12 04:00:00",3,0,1,1,26.24,30.305,73,7.0015
"8424","2012-07-12 08:00:00",3,0,1,1,27.88,31.82,65,8.9981
"8425","2012-07-12 09:00:00",3,0,1,1,29.52,33.335,58,7.0015
"8426","2012-07-12 10:00:00",3,0,1,1,30.34,33.335,48,11.0014
"8441","2012-07-13 01:00:00",3,0,1,2,27.88,31.82,54,7.0015
"8444","2012-07-13 04:00:00",3,0,1,2,27.06,31.06,61,0
"8450","2012-07-13 10:00:00",3,0,1,2,30.34,33.335,48,0
"8454","2012-07-13 14:00:00",3,0,1,2,32.8,35.605,38,0
"8456","2012-07-13 16:00:00",3,0,1,2,32.8,35.605,36,15.0013
"8460","2012-07-13 20:00:00",3,0,1,1,30.34,33.335,48,8.9981
"8461","2012-07-13 21:00:00",3,0,1,1,29.52,33.335,54,0
"8462","2012-07-13 22:00:00",3,0,1,1,30.34,33.335,45,0
"8463","2012-07-13 23:00:00",3,0,1,2,29.52,32.575,45,8.9981
"8464","2012-07-14 00:00:00",3,0,0,2,29.52,33.335,48,6.0032
"8465","2012-07-14 01:00:00",3,0,0,2,28.7,32.575,51,7.0015
"8471","2012-07-14 07:00:00",3,0,0,1,26.24,29.545,78,19.0012
"8472","2012-07-14 08:00:00",3,0,0,1,25.42,29.545,78,19.0012
"8478","2012-07-14 14:00:00",3,0,0,1,32.8,37.88,55,7.0015
"8499","2012-07-15 11:00:00",3,0,0,1,33.62,38.635,52,11.0014
"8501","2012-07-15 13:00:00",3,0,0,1,35.26,39.395,41,7.0015
"8505","2012-07-15 17:00:00",3,0,0,1,32.8,38.635,59,32.9975
"8510","2012-07-15 22:00:00",3,0,0,1,29.52,34.85,74,7.0015
"8518","2012-07-16 06:00:00",3,0,1,1,27.88,31.82,79,8.9981
"8519","2012-07-16 07:00:00",3,0,1,1,29.52,34.09,70,6.0032
"8523","2012-07-16 11:00:00",3,0,1,1,34.44,40.15,53,15.0013
"8532","2012-07-16 20:00:00",3,0,1,1,32.8,38.635,59,8.9981
"8533","2012-07-16 21:00:00",3,0,1,1,31.16,36.365,66,8.9981
"8537","2012-07-17 01:00:00",3,0,1,1,30.34,34.85,70,0
"8539","2012-07-17 03:00:00",3,0,1,1,29.52,34.09,66,0
"8541","2012-07-17 05:00:00",3,0,1,1,27.88,31.82,74,6.0032
"8542","2012-07-17 06:00:00",3,0,1,1,29.52,34.09,66,7.0015
"8544","2012-07-17 08:00:00",3,0,1,2,32.8,37.88,55,0
"8551","2012-07-17 15:00:00",3,0,1,1,37.72,40.91,31,11.0014
"8552","2012-07-17 16:00:00",3,0,1,1,37.72,40.91,29,11.0014
"8559","2012-07-17 23:00:00",3,0,1,1,31.98,37.12,59,12.998
"8565","2012-07-18 05:00:00",3,0,1,1,29.52,34.09,70,11.0014
"8567","2012-07-18 07:00:00",3,0,1,1,30.34,34.85,66,11.0014
"8571","2012-07-18 11:00:00",3,0,1,1,36.9,42.425,42,0
"8573","2012-07-18 13:00:00",3,0,1,1,38.54,42.425,33,0
"8577","2012-07-18 17:00:00",3,0,1,1,30.34,34.85,70,16.9979
"8592","2012-07-19 08:00:00",3,0,1,1,31.16,35.605,58,16.9979
"8601","2012-07-19 17:00:00",3,0,1,1,35.26,39.395,41,0
"8603","2012-07-19 19:00:00",3,0,1,1,34.44,37.88,44,16.9979
"8609","2012-08-01 01:00:00",3,0,1,1,27.06,30.305,83,6.0032
"8611","2012-08-01 03:00:00",3,0,1,1,26.24,28.79,83,7.0015
"8616","2012-08-01 08:00:00",3,0,1,2,27.06,30.305,78,12.998
"8623","2012-08-01 15:00:00",3,0,1,1,33.62,37.88,46,11.0014
"8626","2012-08-01 18:00:00",3,0,1,3,31.16,35.605,62,15.0013
"8635","2012-08-02 03:00:00",3,0,1,1,27.06,30.305,83,0
"8637","2012-08-02 05:00:00",3,0,1,1,27.06,29.545,89,8.9981
"8638","2012-08-02 06:00:00",3,0,1,1,27.06,30.305,83,0
"8648","2012-08-02 16:00:00",3,0,1,1,33.62,37.88,46,12.998
"8654","2012-08-02 22:00:00",3,0,1,1,30.34,34.85,70,12.998
"8657","2012-08-03 01:00:00",3,0,1,1,28.7,33.335,74,12.998
"8664","2012-08-03 08:00:00",3,0,1,1,29.52,34.09,70,8.9981
"8666","2012-08-03 10:00:00",3,0,1,2,32.8,37.12,52,12.998
"8671","2012-08-03 15:00:00",3,0,1,1,36.08,40.91,42,16.9979
"8680","2012-08-04 00:00:00",3,0,0,1,30.34,35.605,79,11.0014
"8681","2012-08-04 01:00:00",3,0,0,1,29.52,35.605,84,12.998
"8682","2012-08-04 02:00:00",3,0,0,1,29.52,35.605,84,8.9981
"8685","2012-08-04 05:00:00",3,0,0,1,28.7,33.335,84,15.0013
"8688","2012-08-04 08:00:00",3,0,0,1,30.34,36.365,72,12.998
"8691","2012-08-04 11:00:00",3,0,0,1,35.26,40.15,47,16.9979
"8695","2012-08-04 15:00:00",3,0,0,1,36.08,40.91,42,27.9993
"8696","2012-08-04 16:00:00",3,0,0,1,36.9,40.91,39,19.9995
"8698","2012-08-04 18:00:00",3,0,0,1,35.26,39.395,41,22.0028
"8700","2012-08-04 20:00:00",3,0,0,1,33.62,38.635,52,19.9995
"8705","2012-08-05 01:00:00",3,0,0,1,30.34,34.85,70,16.9979
"8706","2012-08-05 02:00:00",3,0,0,1,30.34,34.85,70,19.9995
"8708","2012-08-05 04:00:00",3,0,0,1,29.52,34.85,74,16.9979
"8710","2012-08-05 06:00:00",3,0,0,1,29.52,34.85,79,16.9979
"8711","2012-08-05 07:00:00",3,0,0,1,30.34,35.605,74,19.9995
"8717","2012-08-05 13:00:00",3,0,0,1,36.08,40.91,44,31.0009
"8721","2012-08-05 17:00:00",3,0,0,1,33.62,37.88,46,16.9979
"8722","2012-08-05 18:00:00",3,0,0,3,28.7,33.335,74,8.9981
"8727","2012-08-05 23:00:00",3,0,0,2,29.52,34.85,79,11.0014
"8728","2012-08-06 00:00:00",3,0,1,2,29.52,34.85,79,0
"8735","2012-08-06 07:00:00",3,0,1,3,29.52,34.09,70,12.998
"8741","2012-08-06 13:00:00",3,0,1,1,32.8,37.12,49,15.0013
"8742","2012-08-06 14:00:00",3,0,1,1,33.62,37.88,46,0
"8747","2012-08-06 19:00:00",3,0,1,1,31.98,37.12,59,12.998
"8750","2012-08-06 22:00:00",3,0,1,1,30.34,34.85,70,6.0032
"8762","2012-08-07 10:00:00",3,0,1,2,30.34,34.85,70,8.9981
"8773","2012-08-07 21:00:00",3,0,1,2,29.52,34.85,74,0
"8776","2012-08-08 00:00:00",3,0,1,1,28.7,33.335,84,0
"8784","2012-08-08 08:00:00",3,0,1,2,30.34,36.365,72,6.0032
"8794","2012-08-08 18:00:00",3,0,1,2,31.98,36.365,55,11.0014
"8809","2012-08-09 09:00:00",3,0,1,1,31.16,36.365,66,11.0014
"8810","2012-08-09 10:00:00",3,0,1,1,32.8,37.88,55,15.0013
"8821","2012-08-09 21:00:00",3,0,1,2,28.7,32.575,58,11.0014
"8830","2012-08-10 06:00:00",3,0,1,3,26.24,28.79,89,19.9995
"8831","2012-08-10 07:00:00",3,0,1,3,26.24,28.79,89,7.0015
"8834","2012-08-10 10:00:00",3,0,1,1,27.06,29.545,89,7.0015
"8837","2012-08-10 13:00:00",3,0,1,2,31.16,35.605,58,23.9994
"8842","2012-08-10 18:00:00",3,0,1,1,31.16,35.605,62,19.9995
"8851","2012-08-11 03:00:00",3,0,0,3,25.42,28.79,83,11.0014
"8852","2012-08-11 04:00:00",3,0,0,1,25.42,28.79,83,7.0015
"8863","2012-08-11 15:00:00",3,0,0,1,32.8,36.365,46,19.0012
"8874","2012-08-12 02:00:00",3,0,0,1,26.24,30.305,69,8.9981
"8875","2012-08-12 03:00:00",3,0,0,1,25.42,29.545,73,6.0032
"8879","2012-08-12 07:00:00",3,0,0,1,26.24,30.305,65,8.9981
"8882","2012-08-12 10:00:00",3,0,0,1,28.7,32.575,51,11.0014
"8886","2012-08-12 14:00:00",3,0,0,1,31.16,34.09,40,12.998
"8887","2012-08-12 15:00:00",3,0,0,1,31.16,34.09,40,8.9981
"8892","2012-08-12 20:00:00",3,0,0,1,29.52,32.575,45,0
"8895","2012-08-12 23:00:00",3,0,0,1,27.88,31.82,61,0
"8899","2012-08-13 03:00:00",3,0,1,1,26.24,30.305,69,0
"8903","2012-08-13 07:00:00",3,0,1,1,27.06,31.06,65,8.9981
"8905","2012-08-13 09:00:00",3,0,1,2,30.34,33.335,45,0
"8914","2012-08-13 18:00:00",3,0,1,1,31.16,34.85,52,19.0012
"8917","2012-08-13 21:00:00",3,0,1,1,29.52,34.09,66,12.998
"8920","2012-08-14 00:00:00",3,0,1,1,28.7,33.335,74,15.0013
"8927","2012-08-14 07:00:00",3,0,1,2,27.06,30.305,83,6.0032
"8937","2012-08-14 17:00:00",3,0,1,3,31.16,36.365,66,16.9979
"8938","2012-08-14 18:00:00",3,0,1,1,31.16,35.605,62,19.0012
"8944","2012-08-15 00:00:00",3,0,1,1,28.7,32.575,61,12.998
"8948","2012-08-15 04:00:00",3,0,1,1,26.24,28.79,83,7.0015
"8956","2012-08-15 12:00:00",3,0,1,1,30.34,34.09,55,15.0013
"8961","2012-08-15 17:00:00",3,0,1,1,30.34,34.09,55,19.0012
