"","datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","casual","registered","count"
"600","2011-02-08 03:00:00",1,0,1,3,11.48,13.635,93,11.0014,0,1,1
"3759","2011-09-07 13:00:00",3,0,1,3,24.6,27.275,88,0,2,9,11
"7852","2012-06-07 12:00:00",2,0,1,1,28.7,31.82,42,0,62,274,336
"9566","2012-10-02 22:00:00",4,0,1,2,25.42,27.275,94,7.0015,28,212,240
"7807","2012-06-05 15:00:00",2,0,1,2,23.78,27.275,46,8.9981,54,218,272
"3231","2011-08-04 12:00:00",3,0,1,2,31.16,35.605,62,15.0013,53,152,205
"2425","2011-06-08 22:00:00",2,0,1,1,31.16,37.12,75,11.0014,37,139,176
"1360","2011-04-02 12:00:00",2,0,0,3,13.12,16.665,81,8.9981,84,100,184
"5293","2011-12-14 14:00:00",4,0,1,2,15.58,19.695,54,6.0032,17,134,151
"5163","2011-12-09 04:00:00",4,0,1,1,9.02,13.635,80,0,1,1,2
"4024","2011-09-18 16:00:00",3,0,0,2,22.96,26.515,64,11.0014,134,235,369
"1243","2011-03-16 14:00:00",1,0,1,2,16.4,20.455,76,15.0013,33,67,100
"3657","2011-09-03 06:00:00",3,0,0,1,25.42,29.545,73,11.0014,4,19,23
"4574","2011-11-03 15:00:00",4,0,1,1,21.32,25,52,11.0014,24,138,162
"2724","2011-07-02 09:00:00",3,0,0,1,30.34,33.335,51,6.0032,55,124,179
"5509","2012-01-04 15:00:00",1,0,1,2,7.38,7.575,37,22.0028,9,81,90
"9609","2012-10-04 17:00:00",4,0,1,1,28.7,32.575,51,15.0013,112,789,901
"642","2011-02-09 22:00:00",1,0,1,3,6.56,8.335,80,11.0014,4,42,46
"32","2011-01-02 08:00:00",1,0,0,3,16.4,20.455,71,15.0013,0,8,8
"6407","2012-03-04 04:00:00",1,0,0,2,13.94,16.665,46,12.998,3,11,14
"6695","2012-03-16 05:00:00",1,0,1,2,16.4,20.455,87,15.0013,2,30,32
"10034","2012-11-03 10:00:00",4,0,0,1,14.76,16.665,46,26.0027,68,260,328
"4154","2011-10-05 02:00:00",4,0,1,1,18.86,22.725,82,11.0014,1,2,3
"7627","2012-05-17 03:00:00",2,0,1,1,24.6,29.545,73,16.9979,0,3,3
"8218","2012-07-03 18:00:00",3,0,1,2,35.26,37.12,30,0,85,542,627
"5269","2011-12-13 14:00:00",4,0,1,1,16.4,20.455,37,16.9979,18,116,134
"1950","2011-05-08 03:00:00",2,0,0,1,18.86,22.725,72,6.0032,10,21,31
"8529","2012-07-16 17:00:00",3,0,1,3,31.16,36.365,66,39.0007,86,669,755
"5319","2011-12-15 16:00:00",4,0,1,3,18.86,22.725,72,11.0014,7,124,131
"1305","2011-03-19 05:00:00",1,0,0,1,21.32,25,34,27.9993,0,2,2
"7638","2012-05-17 14:00:00",2,0,1,1,26.24,31.06,38,12.998,68,202,270
"1297","2011-03-18 21:00:00",1,0,1,1,25.42,31.06,46,7.0015,22,91,113
"10182","2012-11-09 15:00:00",4,0,1,1,18.86,22.725,36,15.0013,78,278,356
"7842","2012-06-07 02:00:00",2,0,1,1,21.32,25,77,6.0032,0,12,12
"8598","2012-07-19 14:00:00",3,0,1,1,35.26,39.395,44,6.0032,46,151,197
"5480","2012-01-03 10:00:00",1,0,1,1,6.56,6.06,47,31.0009,5,55,60
"2649","2011-06-18 06:00:00",2,0,0,1,25.42,28.79,83,7.0015,9,18,27
"9770","2012-10-11 10:00:00",4,0,1,1,18.04,21.97,41,23.9994,39,165,204
"2507","2011-06-12 08:00:00",2,0,0,1,28.7,33.335,74,0,28,64,92
"3381","2011-08-10 18:00:00",3,0,1,1,33.62,35.605,28,19.9995,70,489,559
"722","2011-02-13 10:00:00",1,0,0,1,12.3,13.635,45,22.0028,19,86,105
"3084","2011-07-17 09:00:00",3,0,0,1,29.52,33.335,58,15.0013,74,110,184
"9424","2012-09-16 00:00:00",3,0,0,1,22.14,25.76,64,0,28,123,151
"6938","2012-04-07 09:00:00",2,0,0,1,16.4,20.455,30,16.9979,103,173,276
"7804","2012-06-05 12:00:00",2,0,1,2,22.14,25.76,56,15.0013,45,202,247
"4445","2011-10-17 05:00:00",4,0,1,1,20.5,24.24,63,19.9995,1,28,29
"5775","2012-01-15 18:00:00",1,0,0,1,7.38,9.09,29,15.0013,7,113,120
"8590","2012-07-19 06:00:00",3,0,1,1,29.52,34.09,66,8.9981,8,144,152
"9082","2012-09-01 18:00:00",3,0,0,2,33.62,38.635,52,0,184,258,442
"186","2011-01-09 00:00:00",1,0,0,1,4.1,3.79,42,26.0027,1,24,25
"140","2011-01-07 01:00:00",1,0,1,2,8.2,9.85,69,15.0013,2,5,7
"9753","2012-10-10 17:00:00",4,0,1,1,23.78,27.275,43,15.0013,91,857,948
"2896","2011-07-09 13:00:00",3,0,0,1,33.62,37.12,41,15.0013,167,249,416
"3818","2011-09-10 01:00:00",3,0,0,2,25.42,27.275,94,0,16,67,83
"6443","2012-03-05 16:00:00",1,0,1,1,12.3,13.635,45,19.9995,30,180,210
"7335","2012-05-04 23:00:00",2,0,1,1,24.6,28.03,83,6.0032,51,205,256
"3080","2011-07-17 05:00:00",3,0,0,1,26.24,30.305,69,15.0013,4,8,12
"3747","2011-09-07 01:00:00",3,0,1,3,22.14,25.76,94,16.9979,2,3,5
"5953","2012-02-04 05:00:00",1,0,0,1,9.84,12.88,81,6.0032,1,3,4
"5394","2011-12-18 19:00:00",4,0,0,1,10.66,13.635,52,8.9981,5,130,135
"8377","2012-07-10 09:00:00",3,0,1,1,30.34,34.85,66,8.9981,47,284,331
"3579","2011-08-19 00:00:00",3,0,1,3,27.88,31.82,69,12.998,9,53,62
"4665","2011-11-07 10:00:00",4,0,1,1,14.76,17.425,93,8.9981,28,95,123
"552","2011-02-06 03:00:00",1,0,0,1,10.66,14.395,60,6.0032,3,10,13
"10306","2012-11-14 19:00:00",4,0,1,1,12.3,15.15,52,11.0014,28,368,396
"2898","2011-07-09 15:00:00",3,0,0,1,34.44,36.365,34,6.0032,182,220,402
"4202","2011-10-07 02:00:00",4,0,1,1,17.22,21.21,88,0,0,5,5
"4826","2011-11-14 03:00:00",4,0,1,1,18.04,21.97,67,19.0012,4,3,7
"9860","2012-10-15 04:00:00",4,0,1,2,22.96,26.515,68,15.0013,1,9,10
"5991","2012-02-05 19:00:00",1,0,0,1,12.3,14.395,52,15.0013,6,63,69
"6738","2012-03-18 00:00:00",1,0,0,1,18.86,22.725,88,12.998,27,80,107
"7715","2012-06-01 19:00:00",2,0,1,3,25.42,28.03,88,23.9994,4,41,45
"6528","2012-03-09 05:00:00",1,0,1,3,16.4,20.455,66,19.0012,2,27,29
"6157","2012-02-12 18:00:00",1,0,0,1,6.56,6.06,40,31.0009,4,92,96
"8438","2012-07-12 22:00:00",3,0,1,1,29.52,33.335,51,11.0014,56,262,318
"3938","2011-09-15 02:00:00",3,0,1,1,25.42,29.545,73,7.0015,0,5,5
"8151","2012-06-19 23:00:00",2,0,1,1,29.52,34.85,79,8.9981,23,102,125
"7682","2012-05-19 10:00:00",2,0,0,1,22.96,26.515,43,0,177,275,452
"3088","2011-07-17 13:00:00",3,0,0,1,32.8,37.12,49,19.9995,200,272,472
"16","2011-01-01 15:00:00",1,0,0,2,18.04,21.97,77,19.9995,40,70,110
"1299","2011-03-18 23:00:00",1,0,1,2,24.6,31.06,53,15.0013,26,60,86
"10442","2012-12-01 11:00:00",4,0,0,2,13.12,16.665,76,7.0015,74,318,392
"5591","2012-01-08 01:00:00",1,0,0,1,13.94,16.665,42,12.998,10,62,72
"9600","2012-10-04 08:00:00",4,0,1,1,26.24,28.79,89,0,27,711,738
"1907","2011-05-06 08:00:00",2,0,1,1,17.22,21.21,77,16.9979,35,415,450
"1033","2011-03-07 13:00:00",1,0,1,1,13.12,14.395,36,26.0027,16,54,70
"10163","2012-11-08 20:00:00",4,0,1,1,15.58,19.695,29,31.0009,10,235,245
"5939","2012-02-03 15:00:00",1,0,1,1,15.58,19.695,40,0,48,168,216
"8126","2012-06-18 22:00:00",2,0,1,2,25.42,29.545,73,11.0014,21,143,164
"2185","2011-05-17 22:00:00",2,0,1,2,22.14,25.76,88,19.0012,12,86,98
"4328","2011-10-12 08:00:00",4,0,1,2,22.14,25.76,88,26.0027,27,377,404
"18","2011-01-01 17:00:00",1,0,0,2,18.04,21.97,82,19.0012,15,52,67
"7136","2012-04-15 16:00:00",2,0,0,1,29.52,32.575,39,23.9994,286,330,616
"9225","2012-09-07 17:00:00",3,0,1,1,31.98,37.12,59,22.0028,88,684,772
"3929","2011-09-14 17:00:00",3,0,1,1,31.16,34.85,52,19.0012,87,512,599
"10454","2012-12-01 23:00:00",4,0,0,2,13.12,17.425,81,0,10,116,126
"4341","2011-10-12 21:00:00",4,0,1,3,22.14,25.76,100,7.0015,9,74,83
"5529","2012-01-05 11:00:00",1,0,1,1,12.3,16.665,49,0,6,78,84
"2584","2011-06-15 13:00:00",2,0,1,1,30.34,32.575,28,19.0012,43,146,189
"9327","2012-09-11 23:00:00",3,0,1,1,22.14,25.76,68,7.0015,18,91,109
"8647","2012-08-02 15:00:00",3,0,1,1,31.98,37.12,62,31.0009,68,202,270
"1672","2011-04-15 13:00:00",2,1,0,1,22.14,25.76,52,16.9979,47,133,180
"7784","2012-06-04 16:00:00",2,0,1,1,27.06,31.06,39,31.0009,73,375,448
"3866","2011-09-12 01:00:00",3,0,1,1,22.96,26.515,88,0,1,11,12
"9443","2012-09-16 19:00:00",3,0,0,1,25.42,31.06,50,8.9981,91,312,403
"948","2011-03-03 22:00:00",1,0,1,1,8.2,12.88,40,0,3,50,53
"6272","2012-02-17 13:00:00",1,0,1,1,16.4,20.455,43,23.9994,34,171,205
"6368","2012-03-02 13:00:00",1,0,1,1,17.22,21.21,44,15.0013,31,191,222
"6826","2012-04-02 17:00:00",2,0,1,1,20.5,24.24,29,19.0012,128,601,729
"3158","2011-08-01 11:00:00",3,0,1,1,36.08,38.635,32,11.0014,53,66,119
"9415","2012-09-15 15:00:00",3,0,0,2,27.88,31.82,34,19.0012,312,342,654
"5141","2011-12-08 06:00:00",4,0,1,1,9.02,10.605,55,19.0012,0,71,71
"7968","2012-06-12 08:00:00",2,0,1,2,25.42,28.03,88,15.0013,15,598,613
"1620","2011-04-13 09:00:00",2,0,1,2,15.58,19.695,94,15.0013,2,63,65
"1107","2011-03-10 17:00:00",1,0,1,2,18.04,21.97,0,26.0027,2,109,111
"10302","2012-11-14 15:00:00",4,0,1,1,14.76,16.665,43,19.0012,32,228,260
"2381","2011-06-07 02:00:00",2,0,1,1,24.6,29.545,73,6.0032,3,2,5
"8778","2012-08-08 02:00:00",3,0,1,1,28.7,33.335,84,0,1,5,6
"5909","2012-02-02 09:00:00",1,0,1,3,15.58,19.695,87,0,15,213,228
"6329","2012-02-19 22:00:00",1,0,0,3,9.84,12.88,75,6.0032,8,47,55
"4733","2011-11-10 06:00:00",4,0,1,2,14.76,17.425,100,8.9981,4,110,114
"6885","2012-04-05 04:00:00",2,0,1,1,15.58,19.695,43,19.0012,0,1,1
"4579","2011-11-03 20:00:00",4,0,1,1,17.22,21.21,71,7.0015,11,198,209
"6806","2012-04-01 20:00:00",2,0,0,2,20.5,24.24,59,15.0013,66,166,232
"6246","2012-02-16 11:00:00",1,0,1,3,13.12,16.665,70,7.0015,2,69,71
"5001","2011-12-02 10:00:00",4,0,1,1,12.3,14.395,75,15.0013,16,89,105
"2957","2011-07-12 02:00:00",3,0,1,1,28.7,33.335,79,7.0015,2,7,9
"7401","2012-05-07 17:00:00",2,0,1,2,24.6,31.06,53,22.0028,102,667,769
"6463","2012-03-06 12:00:00",1,0,1,1,10.66,13.635,41,7.0015,9,129,138
"4678","2011-11-07 23:00:00",4,0,1,1,14.76,18.18,87,6.0032,1,47,48
"1698","2011-04-16 15:00:00",2,0,0,3,21.32,25,83,39.0007,16,62,78
"5828","2012-01-18 00:00:00",1,0,1,2,18.86,22.725,77,22.0028,3,14,17
"7600","2012-05-16 00:00:00",2,0,1,2,23.78,27.275,88,0,12,27,39
"4237","2011-10-08 13:00:00",4,0,0,1,25.42,31.06,46,7.0015,256,229,485
"7039","2012-04-11 15:00:00",2,0,1,3,15.58,19.695,46,15.0013,50,152,202
"2671","2011-06-19 04:00:00",2,0,0,2,27.06,31.06,74,8.9981,7,10,17
"5409","2011-12-19 10:00:00",4,0,1,1,9.84,11.365,67,12.998,12,96,108
"7377","2012-05-06 17:00:00",2,0,0,2,25.42,30.305,65,8.9981,195,316,511
"10735","2012-12-13 16:00:00",4,0,1,1,13.94,17.425,39,7.0015,50,356,406
"2866","2011-07-08 07:00:00",3,0,1,2,28.7,33.335,79,12.998,30,302,332
"9107","2012-09-02 19:00:00",3,0,0,2,28.7,33.335,84,15.0013,140,152,292
"3083","2011-07-17 08:00:00",3,0,0,1,27.88,31.82,65,15.0013,45,73,118
"4252","2011-10-09 04:00:00",4,0,0,1,18.04,21.97,88,0,7,7,14
"10457","2012-12-02 02:00:00",4,0,0,2,12.3,16.665,87,0,2,72,74
"7869","2012-06-08 05:00:00",2,0,1,1,20.5,24.24,72,7.0015,1,28,29
"5812","2012-01-17 08:00:00",1,0,1,3,12.3,14.395,81,19.0012,3,90,93
"6518","2012-03-08 19:00:00",1,0,1,2,24.6,31.06,40,30.0026,21,395,416
"4380","2011-10-14 12:00:00",4,0,1,3,21.32,25,88,11.0014,13,62,75
"9197","2012-09-06 13:00:00",3,0,1,2,29.52,34.85,79,7.0015,39,152,191
"5243","2011-12-12 12:00:00",4,0,1,1,11.48,14.395,52,7.0015,7,138,145
"4787","2011-11-12 12:00:00",4,0,0,1,18.04,21.97,44,19.0012,142,224,366
"2302","2011-06-03 19:00:00",2,0,1,1,27.88,31.06,26,19.0012,53,338,391
"9660","2012-10-06 20:00:00",4,0,0,1,19.68,23.485,55,16.9979,75,172,247
"6843","2012-04-03 10:00:00",2,0,1,1,18.04,21.97,33,0,77,142,219
"4986","2011-12-01 19:00:00",4,0,1,1,13.94,17.425,46,7.0015,9,219,228
"6050","2012-02-08 07:00:00",1,0,1,2,9.84,12.88,70,7.0015,5,276,281
"10088","2012-11-05 16:00:00",4,0,1,1,14.76,16.665,43,19.0012,35,325,360
"5382","2011-12-18 07:00:00",4,0,0,1,8.2,10.605,59,11.0014,1,11,12
"9563","2012-10-02 19:00:00",4,0,1,3,25.42,27.275,94,0,27,368,395
"2590","2011-06-15 19:00:00",2,0,1,1,28.7,31.82,37,19.0012,54,362,416
"7403","2012-05-07 19:00:00",2,0,1,1,23.78,27.275,56,22.0028,83,463,546
"853","2011-02-18 23:00:00",1,0,1,1,21.32,25,8,19.0012,16,61,77
"5717","2012-01-13 08:00:00",1,0,1,1,9.84,10.605,52,23.9994,11,408,419
"6957","2012-04-08 04:00:00",2,0,0,1,16.4,20.455,40,0,0,7,7
"7065","2012-04-12 17:00:00",2,0,1,1,20.5,24.24,27,26.0027,60,596,656
"2060","2011-05-12 17:00:00",2,0,1,2,26.24,31.06,57,12.998,54,540,594
"925","2011-03-02 23:00:00",1,0,1,1,10.66,10.605,30,35.0008,0,22,22
"8482","2012-07-14 18:00:00",3,0,0,1,29.52,34.85,79,8.9981,108,243,351
"1954","2011-05-08 07:00:00",2,0,0,2,18.86,22.725,82,0,8,15,23
"9209","2012-09-07 01:00:00",3,0,1,1,25.42,28.03,88,7.0015,10,19,29
"2556","2011-06-14 09:00:00",2,0,1,1,25.42,31.06,46,12.998,19,174,193
"2301","2011-06-03 18:00:00",2,0,1,1,28.7,31.82,24,19.9995,76,488,564
"1964","2011-05-08 17:00:00",2,0,0,3,23.78,27.275,49,19.0012,106,245,351
"4953","2011-11-19 10:00:00",4,0,0,1,13.12,15.15,45,16.9979,35,165,200
"4004","2011-09-17 20:00:00",3,0,0,1,21.32,25,68,8.9981,43,133,176
"4296","2011-10-11 00:00:00",4,0,1,2,22.14,25.76,88,0,14,16,30
"6261","2012-02-17 02:00:00",1,0,1,2,12.3,15.91,93,7.0015,1,11,12
"3115","2011-07-18 16:00:00",3,0,1,1,34.44,40.15,53,19.0012,45,220,265
"4267","2011-10-09 19:00:00",4,0,0,1,22.96,26.515,73,6.0032,116,186,302
"2290","2011-06-03 07:00:00",2,0,1,1,22.14,25.76,45,16.9979,25,252,277
"5938","2012-02-03 14:00:00",1,0,1,1,14.76,17.425,46,15.0013,22,148,170
"2608","2011-06-16 13:00:00",2,0,1,2,29.52,33.335,54,16.9979,37,114,151
"3195","2011-08-03 00:00:00",3,0,1,2,32.8,37.12,49,11.0014,11,32,43
"2289","2011-06-03 06:00:00",2,0,1,1,22.14,25.76,45,19.9995,8,98,106
"1474","2011-04-07 06:00:00",2,0,1,1,13.12,15.15,81,16.9979,5,59,64
"4164","2011-10-05 12:00:00",4,0,1,1,25.42,31.06,43,22.0028,34,180,214
"997","2011-03-05 23:00:00",1,0,0,2,18.04,21.97,77,19.9995,10,34,44
"3906","2011-09-13 18:00:00",3,0,1,1,28.7,32.575,61,11.0014,67,472,539
"487","2011-02-03 09:00:00",1,0,1,1,6.56,6.82,47,19.9995,6,127,133
"9763","2012-10-11 03:00:00",4,0,1,1,17.22,21.21,47,19.9995,0,3,3
"6161","2012-02-12 22:00:00",1,0,0,1,5.74,7.575,43,11.0014,0,28,28
"9194","2012-09-06 10:00:00",3,0,1,3,27.06,29.545,94,8.9981,9,40,49
"5233","2011-12-12 02:00:00",4,0,1,1,8.2,12.88,69,0,0,4,4
"214","2011-01-10 04:00:00",1,0,1,1,4.1,6.06,54,8.9981,1,2,3
"8319","2012-07-07 23:00:00",3,0,0,1,34.44,40.91,56,11.0014,34,114,148
"9619","2012-10-05 03:00:00",4,0,1,1,22.14,25.76,73,0,5,11,16
"2659","2011-06-18 16:00:00",2,0,0,2,31.16,34.85,52,15.0013,193,275,468
"5225","2011-12-11 18:00:00",4,0,0,1,9.84,11.365,48,12.998,12,151,163
"2408","2011-06-08 05:00:00",2,0,1,1,25.42,28.03,88,0,0,21,21
"5050","2011-12-04 11:00:00",4,0,0,1,13.94,16.665,81,11.0014,48,206,254
"10870","2012-12-19 07:00:00",4,0,1,1,10.66,13.635,75,8.9981,3,360,363
"10641","2012-12-09 18:00:00",4,0,0,3,14.76,18.18,93,6.0032,17,181,198
"9883","2012-10-16 03:00:00",4,0,1,1,17.22,21.21,67,7.0015,0,2,2
"3438","2011-08-13 03:00:00",3,0,0,1,27.06,31.06,65,8.9981,9,18,27
"2888","2011-07-09 05:00:00",3,0,0,2,25.42,28.03,88,11.0014,4,11,15
"718","2011-02-13 06:00:00",1,0,0,2,8.2,10.605,69,8.9981,2,3,5
"5238","2011-12-12 07:00:00",4,0,1,1,5.74,7.575,86,8.9981,4,231,235
"4885","2011-11-16 14:00:00",4,0,1,2,18.86,22.725,100,8.9981,12,49,61
"10012","2012-11-02 12:00:00",4,0,1,1,17.22,21.21,41,23.9994,52,240,292
"9368","2012-09-13 16:00:00",3,0,1,1,29.52,32.575,39,6.0032,85,406,491
"8451","2012-07-13 11:00:00",3,0,1,2,31.16,34.09,45,8.9981,68,220,288
"1323","2011-03-19 23:00:00",1,0,0,1,15.58,19.695,40,19.9995,13,37,50
"404","2011-01-18 19:00:00",1,0,1,2,9.02,11.365,80,8.9981,1,98,99
"2418","2011-06-08 15:00:00",2,0,1,1,37.72,43.94,40,11.0014,28,100,128
"6242","2012-02-16 07:00:00",1,0,1,2,12.3,15.15,70,8.9981,3,285,288
"9185","2012-09-06 01:00:00",3,0,1,2,28.7,33.335,84,0,2,16,18
"2330","2011-06-04 23:00:00",2,0,0,2,26.24,31.06,57,0,29,121,150
"9046","2012-08-19 06:00:00",3,0,0,2,25.42,30.305,69,7.0015,5,15,20
"5617","2012-01-09 03:00:00",1,0,1,1,9.84,12.12,52,11.0014,0,3,3
"8588","2012-07-19 04:00:00",3,0,1,1,29.52,34.09,70,7.0015,0,8,8
"2589","2011-06-15 18:00:00",2,0,1,1,29.52,32.575,32,8.9981,80,527,607
"6943","2012-04-07 14:00:00",2,0,0,1,20.5,24.24,22,19.9995,326,252,578
"9706","2012-10-08 18:00:00",4,1,0,2,17.22,21.21,66,19.0012,41,415,456
"7283","2012-05-02 19:00:00",2,0,1,1,22.14,25.76,77,16.9979,43,461,504
"8440","2012-07-13 00:00:00",3,0,1,2,28.7,32.575,54,11.0014,19,76,95
"7053","2012-04-12 05:00:00",2,0,1,1,12.3,14.395,61,15.0013,0,21,21
"10296","2012-11-14 09:00:00",4,0,1,1,12.3,13.635,52,26.0027,22,310,332
"5439","2012-01-01 16:00:00",1,0,0,2,18.04,21.97,54,19.9995,68,147,215
"1130","2011-03-11 17:00:00",1,0,1,1,13.94,15.91,49,15.0013,23,200,223
"460","2011-02-02 05:00:00",1,0,1,3,9.02,12.12,93,7.0015,0,3,3
"4554","2011-11-02 19:00:00",4,0,1,1,16.4,20.455,76,8.9981,25,257,282
"6602","2012-03-12 08:00:00",1,0,1,1,13.94,16.665,61,8.9981,17,547,564
"450","2011-02-01 19:00:00",1,0,1,2,9.84,12.12,81,8.9981,3,105,108
"3198","2011-08-03 03:00:00",3,0,1,2,31.16,34.85,55,6.0032,0,4,4
"847","2011-02-18 17:00:00",1,0,1,1,27.06,31.06,34,23.9994,52,275,327
"28","2011-01-02 03:00:00",1,0,0,2,18.86,22.725,94,12.998,2,4,6
"6483","2012-03-07 08:00:00",1,0,1,1,11.48,12.88,61,19.9995,12,554,566
"10886","2012-12-19 23:00:00",4,0,1,1,13.12,16.665,66,8.9981,4,84,88
"3516","2011-08-16 09:00:00",3,0,1,1,27.88,31.82,61,19.0012,27,171,198
"6709","2012-03-16 19:00:00",1,0,1,2,18.86,22.725,88,0,23,273,296
"8353","2012-07-09 09:00:00",3,0,1,2,27.06,30.305,83,11.0014,38,325,363
"2923","2011-07-10 16:00:00",3,0,0,1,34.44,37.88,41,19.0012,128,244,372
"12","2011-01-01 11:00:00",1,0,0,1,14.76,16.665,81,19.0012,26,30,56
"3456","2011-08-13 21:00:00",3,0,0,2,27.88,31.82,83,26.0027,40,127,167
"729","2011-02-13 17:00:00",1,0,0,1,17.22,21.21,28,22.0028,30,95,125
"6229","2012-02-15 18:00:00",1,0,1,1,16.4,20.455,40,15.0013,9,459,468
"3307","2011-08-07 16:00:00",3,0,0,3,29.52,34.85,74,19.9995,74,119,193
"636","2011-02-09 16:00:00",1,0,1,2,8.2,9.85,37,16.9979,7,72,79
"9849","2012-10-14 17:00:00",4,0,0,1,26.24,31.06,44,12.998,193,346,539
"6825","2012-04-02 16:00:00",2,0,1,1,20.5,24.24,34,22.0028,104,291,395
"6977","2012-04-09 00:00:00",2,0,1,1,19.68,23.485,39,19.0012,8,29,37
"443","2011-02-01 12:00:00",1,0,1,2,8.2,12.88,86,0,2,53,55
"1074","2011-03-09 06:00:00",1,0,1,2,9.84,12.88,85,7.0015,5,44,49
"8318","2012-07-07 22:00:00",3,0,0,1,34.44,41.665,59,12.998,56,164,220
"3756","2011-09-07 10:00:00",3,0,1,3,24.6,27.275,88,8.9981,3,63,66
"3159","2011-08-01 12:00:00",3,0,1,1,36.9,40.15,33,16.9979,53,115,168
"6391","2012-03-03 12:00:00",1,0,0,2,17.22,21.21,67,16.9979,47,252,299
"6497","2012-03-07 22:00:00",1,0,1,1,18.86,22.725,59,19.9995,10,149,159
"8602","2012-07-19 18:00:00",3,0,1,1,35.26,39.395,41,12.998,93,684,777
"7004","2012-04-10 03:00:00",2,0,1,1,14.76,17.425,71,8.9981,0,2,2
"4012","2011-09-18 04:00:00",3,0,0,1,18.04,21.97,77,15.0013,1,0,1
"7498","2012-05-11 18:00:00",2,0,1,1,26.24,30.305,23,19.0012,78,518,596
"2734","2011-07-02 19:00:00",3,0,0,1,32.8,34.85,33,15.0013,156,149,305
"3851","2011-09-11 10:00:00",3,0,0,1,28.7,32.575,65,0,120,214,334
"10554","2012-12-06 03:00:00",4,0,1,1,9.02,11.365,55,12.998,0,2,2
"6804","2012-04-01 18:00:00",2,0,0,1,21.32,25,52,19.9995,153,279,432
"4204","2011-10-07 04:00:00",4,0,1,1,16.4,20.455,87,7.0015,0,5,5
"6392","2012-03-03 13:00:00",1,0,0,1,18.04,21.97,51,19.0012,87,252,339
"6021","2012-02-07 02:00:00",1,0,1,1,12.3,16.665,61,0,0,4,4
"1251","2011-03-16 22:00:00",1,0,1,2,16.4,20.455,62,26.0027,11,48,59
"7384","2012-05-07 00:00:00",2,0,1,2,21.32,25,77,8.9981,13,21,34
"2385","2011-06-07 06:00:00",2,0,1,1,24.6,28.79,78,8.9981,10,116,126
"2528","2011-06-13 05:00:00",2,0,1,1,22.14,25.76,64,26.0027,2,27,29
"1643","2011-04-14 08:00:00",2,0,1,1,17.22,21.21,58,11.0014,21,316,337
"6018","2012-02-06 23:00:00",1,0,1,1,12.3,15.15,65,8.9981,3,43,46
"3107","2011-07-18 08:00:00",3,0,1,1,28.7,32.575,70,12.998,18,329,347
"2496","2011-06-11 21:00:00",2,0,0,1,27.06,31.06,74,15.0013,76,144,220
"4865","2011-11-15 18:00:00",4,0,1,2,20.5,24.24,72,19.0012,27,414,441
"10602","2012-12-08 03:00:00",4,0,0,2,14.76,18.18,93,7.0015,6,23,29
"5709","2012-01-13 00:00:00",1,0,1,2,16.4,20.455,71,19.0012,4,38,42
"2702","2011-07-01 11:00:00",3,0,1,1,32.8,34.85,26,0,68,146,214
"4981","2011-12-01 14:00:00",4,0,1,1,16.4,20.455,40,15.0013,20,130,150
"2259","2011-06-02 00:00:00",2,0,1,1,30.34,32.575,40,23.9994,11,31,42
"6988","2012-04-09 11:00:00",2,0,1,1,21.32,25,27,27.9993,96,127,223
"5620","2012-01-09 06:00:00",1,0,1,2,9.02,11.365,60,8.9981,3,85,88
"617","2011-02-08 20:00:00",1,0,1,1,6.56,6.82,40,22.0028,3,53,56
"10126","2012-11-07 06:00:00",4,0,1,2,10.66,12.12,56,19.0012,3,115,118
"6263","2012-02-17 04:00:00",1,0,1,2,11.48,13.635,93,12.998,0,1,1
"9772","2012-10-11 12:00:00",4,0,1,1,18.86,22.725,36,0,47,279,326
"9911","2012-10-17 07:00:00",4,0,1,1,14.76,18.18,81,7.0015,15,449,464
"5656","2012-01-10 19:00:00",1,0,1,1,15.58,19.695,46,7.0015,11,270,281
"2057","2011-05-12 14:00:00",2,0,1,2,25.42,30.305,61,15.0013,43,148,191
"1742","2011-04-18 11:00:00",2,0,1,2,22.14,25.76,52,6.0032,36,87,123
"8826","2012-08-10 02:00:00",3,0,1,1,28.7,33.335,74,11.0014,6,14,20
"8167","2012-07-01 15:00:00",3,0,0,1,36.9,40.91,37,19.0012,101,244,345
"1845","2011-05-03 18:00:00",2,0,1,1,28.7,32.575,48,27.9993,59,485,544
"7545","2012-05-13 17:00:00",2,0,0,1,28.7,31.82,45,27.9993,191,287,478
"8547","2012-07-17 11:00:00",3,0,1,2,35.26,40.15,47,0,60,146,206
"2894","2011-07-09 11:00:00",3,0,0,1,31.98,34.85,46,19.9995,101,189,290
"7271","2012-05-02 07:00:00",2,0,1,2,22.14,25.76,88,12.998,14,344,358
"5073","2011-12-05 10:00:00",4,0,1,2,14.76,18.18,87,6.0032,9,78,87
"5068","2011-12-05 05:00:00",4,0,1,1,12.3,15.91,87,7.0015,1,24,25
"2358","2011-06-06 03:00:00",2,0,1,1,23.78,27.275,88,0,2,3,5
"8912","2012-08-13 16:00:00",3,0,1,1,32.8,35.605,36,6.0032,116,348,464
"10784","2012-12-15 17:00:00",4,0,0,1,16.4,20.455,50,15.0013,35,274,309
"7465","2012-05-10 09:00:00",2,0,1,1,20.5,24.24,59,31.0009,62,299,361
"7336","2012-05-05 00:00:00",2,0,0,1,24.6,28.03,83,0,42,111,153
